题目id	Latex
3649	Is $$({X}+{Y})^{3}$$ an even integer?[br/](1) X and Y are integers.[br/](2) XY=9
3650	If M is a positive integer, then $${M}^{3}$$ has how many digits?[br/](1) M has 3 digits.[br/](2) $${M}^{2}$$ has 5 digits
3651	If the function f is defined by $${f}({x})={x}^{2}+\frac{1}{x^2}$$ for all nonzero numbers x, then $$f(-\frac{1}{x})=$$
3652	If $$x >1$$ and $$y >1$$, is $$x<{y}$$?[br/](1)$$\frac{x^2}{xy+x}<{1}$$[br/](2) $$\frac{xy}{y^2-y}<{1}$$
3655	A pump started filling an empty pool with water and continued at a constant rate until the pool was full. At noon the pool was $$\frac{1}{3}$$ full, and $$\frac{11}{4}$$ hours later it was $$\frac{3}{4}$$ full. What was the total number of hours that it took the pump to fill the pool?
3656	If $$\mid M+4\mid =2$$, what is the value of M?[br/](1) M<0[br/](2) $${M}^{2}+{8}{M}+{12}={0}$$
3664	John, Karen, and Luke collected cans of vegetables for a food drive. The number of cans that John collected was $$\frac{1}{2}$$ the number of cans that Karen collected and $$\frac{1}{3}$$ the number of cans that Luke collected. The number of cans that Luke collected was what fraction of the total number of cans that John, Karen, and Luke collected?
3665	For all integers x and y, the operation $$\Delta $$ is defined by $${x}\Delta{y}=({x}+{2})^{2}+({y}+{3})^{2}$$. What is the value of integer t?[br/](1)$$ t \Delta 2 = 74$$[br/](2) $$2 \Delta t = 80$$
3668	If x and y are nonzero integers, is 18 a factor of $${x}{y}^{2}$$?[br/](1) x is a multiple of 54.[br/](2) y is a multiple of 6.
3669	Is $$\frac{t}{3} >\frac{w}{5}$$?[br/](1) w >{t}[br/](2) 5t >{3w}
3676	What is the remainder when the positive integer n is divided by the positive integer k, where k >1?[br/] (1) $${n}=({k}+{1})^{3}$$[br/] (2) k = 5
3677	In a stack of cards, 9 cards are blue and the rest are red. If 2 cards are to be chosen at random from the stack without replacement, the probability that the cards chosen will both be blue is $$\frac{6}{11}$$. What is the number of cards in the stack?
3679	If k is an integer and $$({0.0025})({0.025})({0.00025})\times{10}^{k}$$ is an integer, what is the least possible value of k?
3682	If $$ xy \neq 0$$, what is the value of $$\frac{25x^2}{y^2}$$?[br/](1) x = 3[br/](2) 5x - 2y = 0
3693	What is the value of $$a^{-2}b^{-3}$$?[br/](1)$$a^{-3}b^{-2}=36^{-1}$$[br/](2)$$(ab)^{-1}=6^{-1}$$
	
	
	
	
3696	If $${R}=\frac{P}{Q}$$ , is $$R\le P$$ ?[br/] (1) $$P  > 50$$[br/] (2) $$0 < Q \le 20$$
3702	If $$x \ge 0$$ and $${x}=\sqrt{8xy-16y^2}$$ , then, in terms of y, x =
3710	For what percent of those tested for a certain infection was the test accurate; that is, positive for those who had the infection and negative for those who did not have the infection?[br/](1) Of those who tested positive for the infection, $$\frac{1}{8}$$ did not have the infection.[br/](2) Of those tested for the infection, 90 percent tested negative.
3711	If $$x \neq 0$$, what is the value of $$\frac{\mid{x}\mid}{x}$$?[br/](1)$$x > 0$$[br/](2) x = 5
3717	Is x greater than y ?[br/] (1) $${x}-{y}^{2} >{0}$$[br/] (2) xy <0
3725	What is the value of $${t}^{-1}$$ ?[br/](1) $${t}^{-2}<{1}$$[br/](2) $${t}^{-3}=\frac{1}{27}$$
3727	If n is a positive integer, what is the value of n ?[br/] (1) When n is divided by 3, the remainder is 2.[br/] (2) When $${n}^{2}$$ is divided by 3, the remainder is 1.
3728	$$\sqrt{{4.8}*{10}^{9}}$$ is closest in value to
3730	[img]20120407212931301_3730.jpg[/img][br/] In the figure shown, line segments QS and RT are diameters of the circle. If the distance between Q and R is $$\frac{8}{\sqrt{2}}$$ , what is the area of the circle?
3731	Does the decimal equivalent of $$\frac{p}{q}$$, where p and q are positive integers, contain only a finite number of nonzero digits?[br/](1) p  > q[br/] (2) q = 8
3735	If $${x}^{2}={4}$$ and $${y}^{2}={7}$$, then $${x}^{6}-{y}^{4}=$$
3736	If p, s, and t are positive prime numbers, what is the value of $${p}^{3}{s}^{3}{t}^{3}$$ ?[br/](1) $${p}^{3}{s}{t}={728}$$[br/](2) t = 13
3737	If x and y are integers, what is the value of $${2}{x}^{6y}-{4}$$ ?[br/](1) $${x}^{2y}={16}$$[br/](2) xy = 4
3739	Is x < 0 ?[br/] (1) $${x}^{3}<{x}^{2}$$[br/] (2) $${x}^{3}<{x}^{4}$$
3744	Which of the following is closest to $${10}^{180}-{10}^{30}$$ ?
3751	A sum of money was divided between John and Anne such that the ratio of John's share to Anne's share was 5 to 3. If John's share exceeded $$\frac{5}{9}$$ of the sum of money by $50, what was Anne's share?
3754	If Diana's stamp collection, $$\frac{4}{5}$$ of the stamps are Canadian, and $$\frac{3}{7}$$ of the Canadian stamps were issued before 1940. If 192 stamps in Diana's collection are Canadian stamps that were issued in 1940 or later, how many stamps in her collection are not Canadian?
3756	If x and y are integers, is y an even integer?[br/](1) $${2}{y}-{x}={x}^{2}-{y}^{2}$$[br/](2) x is an odd integer.
3757	For any number x, [ x ] denotes the greatest integer less than or equal to x. What is the value of $$[-\frac{10}{4}]$$ 
3759	Which of the following is equal to $$\frac{1}{6}*({42})^{6}$$?
3764	If $1,000 will be deposited in a bank account and I is the dollar amount of interest earned from the original deposit, represented as $${I}={1000\{{({1}+\frac{r}{100})^{n}-{1}}}\}$$, and the annual interest rate is r percent, is $$r  > 8$$ percent?[br/](1) The deposit earns a total of $210 in interest in the first 2 years.[br/](2) $$({1}+\frac{r}{100})^{2} >{1.15}$$
3766	$$(\frac {1}{4-\sqrt{15}})^{2}=$$
3769	If q is a positive integer less than 17 and r is the remainder when 17 is divided by q, what is the value of r?[br/](1) q  > 10[br/](2) $${q}={2}^{k}$$, where k is a positive integer.
3776	The sum of the first k positive integers is equal to $$\frac{k(k+1)}{2}$$. What is the sum of the integers from n to m, inclusive, where $$0<{n}<{m}$$?
3777	If f is the function defined by f(x) = 2x for $$x \geq 0 $$ and $${f}({x})={x}^{2}$$ for $$x < 0$$, what is the value of f(c) ?[br/](1) $$\mid c\mid= 2$$[br/](2) $$c < 0$$
3778	A total of 20 amounts are entered on a spreadsheet that has 5 rows and 4 columns; each of the 20 positions in the spreadsheet contains one amount. The average (arithmetic mean) of the amounts in row i is $${R}_{i}$$ $$(1 \leq i \leq 5)$$. The average of the amounts in column j is Cj $$(1 \leq j \leq 4)$$. What is the average of all 20 amounts on the spreadsheet?[br/](1) $${R}_{1}+{R}_{2}+{R}_{3}+{R}_{4}+{R}_{5}={550}$$[br/](2) $${C}_{1}+{C}_{2}+{C}_{3}+{C}_{4}={440}$$
3782	If n is an integer, is $${10}^{n}\leq 0.001$$ ?[br/](1) $$n \leq -2$$[br/](2) n  > -5
3783	If x + y + z = 0, x + 2y + 3z = 0, and $$y \neq 0$$, then $$\frac{x}{y}$$ =
3790	The sequence $${a}_{1}$$, $${a}_{2}$$, …, $${a}_{n}$$, … is such that $${a}_{n}=4a_{n-1}-{3}$$ for all integers $$n  > 1$$. If $${a}_{3}={x}$$, then $${a}_{1}$$ =
3791	Of the 60 animals on a certain farm, $$\frac{2}{3}$$ are either pigs or cows. How many of the animals are cows?[br/](1) The farm has more than twice as many cows as it has pigs.[br/](2) The farm has more than 12 pigs.
3793	In the xy-plane, line n passes through the origin and has slope 4. If points (1, c) and (d, 2) are on line n, what is the value of $$\frac{c}{d}$$?
3794	For each positive integer n, the integer n* is defined by n* = $${n}^{2}$$ + 1. What is the value of the positive integer k ?[br/](1) When k is divided by 4, the remainder is 1.[br/](2) $$18 \leq k* \leq 36$$
3798	Is $${h}^{2}={h}$$ ?[br/](1) h + h = h[br/](2) h - h = h
3800	If k is a two-digit positive integer with tens digit x and units digit y, then $${k}^{2}$$ =
3802	If x and y are positive integers and r is the remainder when $${3}^{4x+2}+{y}$$ is divided by 10, what is the value of r?[br/](1) x = 25[br/](2) y = 1
3805	What is the value of x?[br/](1) $$\mid{x+2}\mid \leq 4$$[br/](2) $${x}^{2}=36$$
3811	If x and y are positive integers, what is the value of $$({x}+{y})^{2}$$?[br/](1) x = y - 3[br/](2) x and y are prime numbers.
3812	If r and t are positive integers, what is the value of t?[br/](1) $${t}^{r-1}={1}$$[br/](2) $$r \neq 1$$
3815	All 48 seniors in a certain high school take one of two English classes. What is the average (arithmetic mean) height of the seniors in this school?[br/](1)In the school, the average height of the seniors in the English class with the larger number of students is 70 inches.[br/](2) In the school, the average height of the seniors in the English class with the smaller number of students is $$\frac4 5$$ of the average height of the seniors in the other English class.
	
	
	
	
	
	
	
	
3820	If k is a positive integer, what is the remainder when $${2}^{k}$$ is divided by 10 ?[br/](1) k is divisible by 10.[br/](2) k is divisible by 4.
3822	$${10},{000}^{100}$$ is equivalent to which of the following?[br/]I. $$({100}^{2})({100}^{100})$$[br/]II. $${100}^{200}$$[br/]III. $${10}^{400}$$
3827	According to a certain estimate, the depth N(t), in centimeters, of the water in a certain tank at t hours past 2:00 in the morning is given by $${N}({t})=-{20}({t}-{5})^{2}+{500}$$ for $$0 \leq t \leq 10$$. According to this estimate, at what time in the morning does the depth of the water in the tank reach its maximum?
3828	If $${25}({5}^{x})={1}$$ then x=
3833	What is the maximum integer value of M for which $$\frac{12!}{2^M}$$ is an integer?
3836	If X, Y, and Z are positive integers, is Y >{X}?[br/](1) $${Y}^{2}={X}{Z}$$[br/](2) Z-X >0
3837	Which of the following expressions can be written as an integer?[br/](1) $$(\sqrt{82}+\sqrt{82})^{2}$$[br/](2) $$({82})(\sqrt{82})$$[br/](3) $$\frac{(\sqrt{82})(\sqrt{82})}{82}$$
3841	If $${X}^{2}+{Y}^{2}={1}$$, is X+Y=1?[br/](1) XY=0[br/](2) Y=0
3843	$$\frac{(\frac{1}{2})^{-2}}{2^{-2}}$$
3850	What is the value of $${x}^{2}{y}{z}+{x}{y}^{2}{z}+{x}{y}{z}^{2}$$[br/](1) x+y+z=18[br/](2) xyz=10
3853	[img]20120409152101923_3853.jpg[/img][br/]The figure above shows the dimensions of a semicircular cross section of a one-way tunnel. The single traffic lane is 12 feet wide and is equidistant from the sides of the tunnel. If vehicles must clear the top of the tunnel by at least $$\frac{1}{2}$$ foot when they are inside the traffic lane, what should be the limit on the height of vehicles that are allowed to use the tunnel?
3856	The positive integer k has exactly two positive prime factors, 3 and 7. If k has a total of 6 positive factors, including 1 and k, what is the value of k?[br/](1) $${3}^{2}$$ is a factor of k.[br/](2) $${7}^{2}$$ is NOT a factor of k.
3857	A certain one-day seminar consisted of a morning session and an afternoon session.;;If each of the 128 people attending the seminar attended at least one of the two sessions, how many of the people attended the morning session only?[br/](1) $$\frac{3}{4}$$ of the people attended both sessions.[br/](2) $$\frac{7}{8}$$ of the people attended the afternoon session.
3859	If both x and y are nonzero numbers, what is the value of $$\frac{y}{x}$$?[br/](1) x = 6[br/](2) $${y}^{2}={x}^{2}$$
3861	Is $${x}<{0}$$?[br/](1) $$-2x >0$$[br/](2) $$x^3<0$$
3862	A sum of $200,000 from a certain estate was divided among a spouse and three children. How much of the estate did the youngest child receive?[br/](1) The spouse received $$\frac{1}{4}$$ of the sum from the estate, and the oldest child received $$\frac{1}{4}$$ of the remainder.[br/](2) Each of the two younger children received $12,500 more than the oldest child and $62,500 less than the spouse.
3864	If a is a positive integer, and if the units digit of $$\mathbf{a}^{2}$$ is 9 and the units digit of $$\mathbf({a}+{1})^{2}$$ is 4, what is the units digit of $$\mathbf({a}+{2})^{2}$$ ?
3865	If $$({2}^{x})({2}^{y})={8}$$ and $$({9}^{x})({3}^{y})={81}$$, then (x, y)=
3866	If $$\frac{x}{y}=\frac{3}{2}$$,then $$\frac{x-y}{x}=$$
3867	If $$\mathbf{y}={4}+({x}-{3})^{2}$$, then y is least when x =
3871	$$\frac{1}{{1}-\mathbf({\frac{1}{{2}-\frac{1}{3}}\mathbf)}}$$
3872	If $$\frac{1}{2}$$ of the money in a certain trust fund was invested in stocks, $$\frac{1}{4}$$ in bonds, $$\frac{1}{5}$$ in a mutual fund, and the remaining $10,000 in a government certificate, what was the total amount of the trust fund?
3876	$$(-{3})^{-2}=$$
3882	3 teaspoons = 1 tablespoon[br/]4 tablespoons = $$\frac{1}{4}$$ cup[br/]According to the information above, how many teaspoons are equal to $$\frac{3}{8}$$ cup?
3885	The formula $${F}={9}\frac{C}{5}+{32}$$ gives the relationship between the temperature in degrees Fahrenheit, F, and the temperature given in degrees Celsius, C. If the temperature is 85 degrees Fahrenheit, what is the temperature, to the nearest degree, in degrees Celsius?
3891	At a certain pet shop,$$\frac{1}{3}$$ of the pets are dogs and $$\frac{1}{5}$$ of the pets are birds. How many of the pets are dogs?[br/](1)There are 30 birds at the pet shop.[br/](2)There are 20 more dogs than birds at the pet shop.
3893	A certain taxi company charges $3.10 for the first $$\frac{1}{5}$$ of a mile plus $0.40 for each additional $$\frac{1}{5}$$ of a mile. What would this company charge for a taxi ride that was 8 miles long?
3905	If u, v, and w are integers, is u  > 0 ?[br/](1) $${u}={v}^{2}+{1}$$[br/](2) $${u}={w}^{4}+{1}$$
3919	In the finite sequence of positive integers $${K}_{1}$$, $${K}_{2}$$, $${K}_{3}$$....,$${K}_{9}$$each term after the second is the sum of the two terms immediately preceding it. If $${K}_{5}= 18$$, what is the value of $${K}_{9}$$?[br/](1) $${K}_{4}={11}$$[br/](2) $${K}_{6}={29}$$
3925	hich of the following must be equal to $$\mathbf{x}^{6}\mathbf{x}^{4}$$
3931	The total price of a basic computer and a printer was $2,500. If the same printer had been purchased with an enhanced computer whose price was $500 more than the price of the basic computer, then the price of the printer would have been $$\frac{1}{5}$$of that total.[br/]What was the price of the basic computer?
3934	If m = $$\frac{9}{25}$$,w = $$\frac{15}{32}$$, and m + w + c = 1, which of the following gives the values of m, w, and c in increasing order?
3941	Is x between 0 and 1 ?[br/](1) x is between $$-\frac{1}{2}$$ and$$\frac{3}{2}$$[br/](2) $$\frac{3}{4}$$ is $$\frac{1}{4}$$ more than x
3956	A wooden rod is cut into two pieces. What is the length of the longer piece?[br/](1)Che of the pieces is 20 inches longer than the other piece.[br/](2)The length of the shorter piece is $$\frac{1}{3}$$ the length of the longer piece.
3957	If x and y are integers and $${3}^{x-4}={3}^{y+2}$$, what is y in terms of x ?
3958	When $$\frac{2}{3}$$ of the garments in a shipment were inspected, 18 of the garments passed inspection and the remaining 2 garments failed How many of the uninspected garments must pass inspection in order that 90 percent of the garments in the shipment pass?
3960	Peter and Tom shared the driving on a certain trip. If Peter and Tom both drove for the same amount of time, but Peter only drove $$\frac{2}{5}$$ of the total distance, what was the ratio of Peter's average speed to Tom's average speed?
3963	If a certain charity collected a total of 360 books, videos, and board games, how many videos did the charity collect?[br/](1)The number of books that the charity collected was 40 percent of the total number of books, videos, and board games that the charity collected.[br/](2)The number of books that the charity collected was $${66}\cdot\frac{2}{3}$$ percent of the total number of videos and board games that charity collected.
4019	Is $${4}^{x+y}={8}^{10}$$ ?[br/](1) x-y= 9[br/](2) $$\frac{y}{x}=\frac{1}{4}$$
4020	If x and y are positive, is $$x < 10 < {y}$$?[br/](1)$$x <{y}$$ and $$xy = 100$$[br/](2) $$x^2<100<{y^2}$$
4026	[img]20120425204003769_4026.jpg[/img][br/]In the figure above, is the area of triangular region ABC equal to the area of triangular region DBA ?[br/](1) $$({A}{C})^{2}={2}({A}{D})^{2}$$[br/](2)$$ \Delta $$ ABC is isosceles
4029	If x and y are integers, what is the value of x + y ?[br/](1) $$3<{\frac{x+y}{2}}<4$$[br/](2) $$2<{x}<{y}<5$$
4030	If a, b, c, and d are positive numbers, is $$\frac a b < \frac c d$$ ?[br/](1) $$0<\frac{(c-a)}{(d-b)}$$[br/](2)$$(\frac{ad}{bc})^{2}<{\frac{ad}{bc}}$$
4032	If x and y are integers, is x  > y?[br/](1) x+y >0[br/](2) $${y}^{x}$$ < 0
4033	If r and s are the roots of the equation $${x}^{2}+{b}{x}+{c}={0}$$, where b and c are constants, is rs < 0 ?[br/](1) b < 0[br/](2) c < 0
4042	If $$\mid{y}-\frac{1}{2}\mid<\frac{11}{2}$$ which of the following could be a value of y?
4043	At a supermarket John spent $$\frac{1}{2}$$ of his money on fresh fruits and vegetables,$$\frac{1}{3}$$ on meat products, and $$\frac{1}{10}$$ on bakery products. If he spent the remaining $6 on candy, how much did John spend at the supermarket?
4044	Which of the following equations is NOT equivalent to $${10}{y}^{2}=({x}+{2})({x}-{2})$$?
4055	Each year for 4 years, a farmer increased the number of trees in a certain orchard by $$\frac{1}{4}$$ of the number of trees in the orchard the preceding year. If all of the trees thrived and there were 6,250 trees in the orchard at the end of the 4-year period, how many trees were in the orchard at the beginning of the 4-year period?
4056	For the positive integers a, b, and k, $${a}^{k}$$ || b means that $${a}^{k}$$ is a divisor of b, but $${a}^{k+1}$$ is not a divisor of b. If k is a positive integer and $${2}^{k}$$ || 72, then k is equal to
4057	In a certain district, the ratio of the number of registered Republicans to the number of registered Democrats was $$\frac{3}{5}$$.After 600 additional Republicans and 500 additional Democrats registered, the ratio was $$\frac{4}{5}$$.After these registrations, there were how many more voters in the district registered as Democrats than as Republicans?
4059	If $${n}={3}^{8}-{2}^{8}$$, which of the following is NOT a factor of n ?
4063	If 3 < x < 100, for how many values of x is $$\frac{x}{3}$$the square of a prime number?
4065	If $${n}={33}^{43}+{43}^{33}$$, what is the units digit of n?
4071	$${\frac{0.99999999}{1.0001}}-{\frac{0.99999991}{1.0003}}=$$
4072	List T consists of 30 positive decimals, none of which is an integer, and the sum of the 30 decimals is S. The estimated sum of the 30 decimals, £, is defined as follows. Each decimal in T whose tenths digit is even is rounded up to the nearest integer, and each decimal in T whose tenths digit is odd is rounded down to the nearest integer; E is the sum of the resulting integers. If $$\frac{1}{3}$$ of the decimals in T have a tenths digit that is even, which of the following is a possible value of E - S ?[br/]I.-16[br/]II.6[br/]III.10
4073	How many of the integers that satisfy the inequality $$({x}+{2}){\frac{x+3}{x-2}}\ge{0}$$ are less than 5 ?
4123	The sequence$$a_1$$, $$a_2$$, $$a_3$$.....$$a_n$$…is such that $$a_n=\frac{a_{n-1}+a_{n-2}}{2}$$ for all $${n}\ge{3}$$. If $${a}_{3}={4}$$ and $${a}_{5}$$ = 20, what is the value of $${a}_{6}$$ ?
4128	If a certain toy store's revenue in November was $$\frac{2}{5}$$ of its revenue in December and its revenue in January was $$\frac{1}{4}$$ of its revenue in November, then the store's revenue in December was how many times the average (arithmetic mean) of its revenues in November and January?
4133	If s and t are positive integers such that $$\frac{s}{t}={64.12}$$ which of the following could be the remainder when s is divided by t ?
4136	If $$\sqrt{{3}-{2}{x}}=\sqrt{2x}+{1}$$,then $${4}{x}^{2}=$$
4137	If $${n}=\sqrt{\frac{16}{81}}$$ what is the value of $$\sqrt{n}$$?
4143	A container in the shape of a right circular cylinder is $$\frac{1}{2}$$ full of water. If the volume of water in the container is 36 cubic inches and the height of the container is 9 inches, what is the diameter of the base of the cylinder, in inches?
4146	If the units digit of integer n is greater than 2、what is the units digit of n?[br/](1) The units digit of n is the same as the units digit of $${n}^{2}$$.[br/](2) The units digit of n is the same as the units digit of $${n}^{3}$$.
4152	Is the standard deviation of the set of measurements $${x}_{1}$$, $${x}_{2}$$, $${x}_{3}$$, $${x}_{4}$$,....$${x}_{20}$$ less than 3 ?[br/](1) The variance for the set of measurements is 4.[br/](2) For each measurement, the difference between the mean and that measurement is 2.
4154	is $${\frac{{5}^{x+2}}{25}}<{1}$$[br/](1) $${5}^{x}<{1}$$[br/](2) $$x<0$$
4161	If $$\frac{x+y}{z} >{0}$$, is $$x < 0$$?[br/](1)$$ x<{y}$$[br/](2) $$z<0$$
4162	Does the integer k have at least three different positive prime factors?[br/](1)$$\frac{k}{15}$$ is an integer.[br/](2)$$\frac{k}{10}$$is an integer.
4164	If m and n are positive integers, is $$\mathbf(\sqrt{m}\mathbf)^{n}$$ an integer?[br/](1)$$\sqrt{m}$$ is an integer.[br/](2)$$\sqrt{n}$$ is an integer.
4234	If x and y are integers greater than 1, is x a multiple of y?[br/](1)$${3}{y}^{2}+{7}{y}={x}$$[br/](2)$${x}^{2}-{x}$$ is a multiple of y
4248	[img]20120524134854238_4248.jpg[/img][br/]In the triangle above, what is the value of b?[br/](1)$$c=2\sqrt2$$[br/](2)x = 45
4250	If x is an integer, is x even?[br/](1) ax is even, where a is an integer.[br/](2)$${x}^{2}-{1}$$ is an odd integer.
4448	What is the value of integer n ?[br/]1. $${n}={n}{A}$$[br/]2.$${1}^{n}\neq{n}$$
4458	If $$\frac{4x}{7}{y}={1}$$, then what is the value of 3x + 5y ?[br/]1. x + 4y = 23[br/]2. $${y}^{3}={64}$$
4459	If $${b}\neq{0}$$, does a equal b ?[br/]1. $${{a}^{{2}^{2}}\over{b}}+{4}={5}$$[br/]2. $${{17}{a}+{4}{b}\over{7}}={3}{a}$$
4561	Which of the following is NOT equivalent to $${49}{a}^{2}={9}{b}^{2}-{4}$$?
4630	If $${v}\neq{0}$$,is $$ \mid w\mid<\mid v\mid$$?[br/](1)$$\frac{w}{v}<{1}$$[br/](2)$${{w}^{2}\over{v}^{2}}<{1}$$
4740	What is the value of integer A ?[br/]1. $${n}={n}{A}$$[br/]2.$${1}^{n}\neq{n}$$
4742	[img]20130221111240.png[/img][br/]What is the area of the region in which squares ABCD and EFGH overlap?[br/]1. EF bisects BC.[br/]2. The distance from point C to point E is $$2\sqrt2$$ and the distance from point C to point F is $$2\sqrt2$$
4750	If $$\frac{4x}{7y}={1}$$, then what is the value of 3x + 5y ?[br/]1. x + 4y = 23[br/]2. $${y}^{3}={64}$$
4760	Which if the following is a possible value of y- 4 if $$({3}{y}-{8})^{2}={2},{500}$$?
4853	Which of the following is NOT equivalent to $${49}({a}^{2})={9}({b}^{2})-{4}$$?
4887	If a, b, and c are positive integers, with a< b< c on secutive c and b, a, are >[br/](1)$$\frac{1}{a}-\frac{1}{b}=\frac{1}{c}$$[br/](2)$${a}+{c}={b}^{2}-{1}$$
4922	If $${v}\neq{0}$$,is$$ \mid w\mid$$<$$\mid v \mid$$?[br/](1)$$\frac{w}{v}<{1}$$[br/](2)$$\frac{w^2}{v^2}<{1}$$
5023	What is the value of $$({u}-{1})^{3}$$ if $${u}=\frac{6}{7}+\frac{18}{21}-\frac{12}{14}$$
5028	How many factors of 80 are greater than $$\sqrt{80}$$?
5032	If $${N}=\frac{S}{1-pq}$$ and N,S,p, and q are positive numbers, then in terms of N,S, and q what does p equal?
5039	In the figure above, two circles with radii equal to 10 units of length overlap such that their centres, $${O}_{1}$$ and $${O}_{2}$$, are 16 units apart. What is the distance between the line joining the centres of the circles and the line drawn through point P parallel to the line connecting the centres?
5040	In the figure above, two circles with radii equal to 10 units of length overlap such that their centres, $${O}_{1}$$ and $${O}_{2}$$, are 16 units apart. What is the distance between the line joining the centres of the circles and the line drawn through point P parallel to the line connecting the centres?
5042	[img]20130221114759.png[/img][br/]If the area of rectangle ABCD is $$4\sqrt3$$, then what is the area of the square DEFG?
5043	$$\frac{1}{\frac{3}{4}-\frac{2}{3}}=$$
5045	Ray R starts its counter-clockwise revolution around the origin from the point (1,0) in a coordinate graph. After it travels for one full revolution and an additional angle of x, it stops at the aboveillustrated position in the third quadrant. Let D denote the total distance traveled by the original point of (0,1) on ray R. What statements about D are true?[br/]I .$${5}\frac\pi{4}<{D}<{3}\frac\pi{2}$$[br/]II .$$-\pi<-{D}<-\frac\pi{2}$$[br/]III .$${13}\frac\pi{4}<{D}<{7}\frac\pi{2}$$
5049	A certain retailer gets a shipment of items the day after his inventory drops below $$\frac{y}{4}$$ items. Each shipment replenishes the retailer's inventory up to the level y, and it is estimated that the retailer, on average, maintains $$\frac{y}{2}$$ in inventory every month throughout the year. The cost of keeping an item in inventory is $0.5 per month. What is the retailer's annual inventory cost.
5050	If $$w=\frac{1+x\frac{y}{z^2}}{x+y}$$, $${x}=\frac{z}{2}$$, and $${y}={3}\frac{z}{4}$$,what is the value of w in terms of z?
5051	A factory worker produced one lot of connecting clips, and initial quality control found that $$\frac{5}{7}$$ of clips in the lot could be used. An assembly plant purchased this lot of clips valuing the lot at $3 per each usable clip. During assembly, it became known that only $$\frac{3}{5}$$ of the clips in the lot were usable. What was price per usable clip that the assembly plant paid for the lot?
5056	Find an expression equivalent to the one below[br/]$$\frac{({0.3667})({0.8333})({0.3333})}{({0.4444})({0.6667})({0.125})}$$
5061	$$\sqrt{\frac{1}{36}+\frac{1}{64}}=$$
5067	Which of the following is a solution of the equation $$\frac{x^2+14x-240}{x+24}$$?
5068	A certain chemical reaction requires $$\frac{4}{7}$$ units of catalyst for every unit of chemical. How many students can perform an experiment if there are $${20}\frac{4}{7}$$ units of catalyst available in the lab, and only one unit of the chemical is required for each student?
5076	Mary, Jane, and Lucy are typing a manuscript and are capable of completing the whole manuscript in $${2}\frac{1}{2}$$ hours if they work together. If Mary alone can type the same manuscript in 10 hours, and Jane is capable of typing the complete manuscript in 6 hours, in how many hours can Lucy type the whole manuscript?
5080	If a + b = 24 and a = 3b, then $$\sqrt{a}+\frac{a}{b}=$$
5083	During a volcanic eruption the particles of dust precipitate at the rate of $${2}\cdot\frac{1}{4}$$ inches every three hours. If a volcano erupted for the first time for 2 hours and erupted again on the next day from 11:00 to 20:00, what was the total fall-out of particles in inches?
5084	On the first day of the climb, mountaineers covered $$\frac{5}{7}$$ of the distance to the top, on the second day of the climb, they covered $$\frac{1}{5}$$ of the remaining distance. What fraction of the total climb do the mountaineers have to cover to reach the top on the third day?
5088	The sum, s, of consecutive integers from 1 to n is given by the formula $${s}={n}\frac{(n+1)}{2}$$. What is the value of the sum if it is three times as large as the number of integers summed?
5090	    If $$({625})({7})^{2}={x}({5}^{3})$$, then x = ?
5091	What is the charge per hour of the $${1}_{st}$$ year associate at a law firm?[br/]1. The $${3}_{rd}$$ year associate charges $300 per hour.[br/]2. The $${2}_{nd}$$ year associate charges $${1}\cdot\frac{1}{2}$$ times more than the $${1}_{st}$$ year associate, and the $${3}_{rd}$$ year associate charges two times more than the $${2}_{nd}$$ year.
5093	Is u  > v?[br/]1.$${0}<{u}<\frac{5}{6}$$[br/]2.$$\frac{2}{3}<{v}<{1.0}$$
5098	Is p  > q?[br/]1. $${p}^{3} >{q}^{3}$$[br/]2. $${p}-{q} >{0}$$
5102	If the ratio of job applicants with a doctorate degree to job applicants with an MBA degree for positions at Company G in 1999 was $$\frac{1}{5}$$ what was the ratio of applicants with a doctorate to applicants with an MBA for positions at company G in 2003?[br/]1. Company G received 20,000 more MBA applicants in 2003 than in 1999.[br/]2. Company G received 2,000 more Ph.D. applicants in 2003 than in 1999.
5104	Because of economies of scale, the cost of production of the second gadget is half the first one which costs c dollars to produce. The production of the third gadget costs half of the second, etc. What is the value of c?[br/]1. The sum of the costs of the third and fourth gadgets is $9.[br/]2. The sum of the costs of the second and the ninth gadget is $${24}\cdot\frac{2^7+1}{2^8}$$ dollars.
5110	If z is an integer, is $$\frac{z}{3}$$ an odd integer?[br/]1. z is a multiple of 3.[br/]2. z is a multiple of 9.a
5111	[img]20130221114252.png[/img][br/]$$\Delta BAC = \Delta ACD$$,and the length of AC is 4. What is the area of the quadrilateral ABCD above?[br/]1. AB = 2 and $$BC = 2\sqrt3$$[br/]2. $$x°= 60$$
	
	
	
	
5113	Does q have a distinct value?[br/]1. $$({2}{q}-{3})^{2}={q}^{2}$$[br/]2. $$\sqrt{l2-q}={3}$$
5114	If the product of a and b is strictly positive, is the sum of a and b greater than zero?[br/]1. $${b} >{a}^{4}$$[br/]2. b = 5a
5115	If 6a + b = 48, what is the value of b?[br/]1. $${4}{a}^{2}={50}$$[br/]2. $${4}{a}={b}+{2}$$
5120	What is the value of u?[br/]1.$$\frac{7}{u}-{4}={10}$$[br/]2.$$\frac{32}{16}=\frac{1}{u}$$
